Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Dove vai? / Dove zé che i va?	Mirano	Mirano,Venezia,Veneto	Meridionale	
		Du la vanno?	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Fai 'ndà 'ngont? 'Ngò fai 'ndà	Monno	Monno,Brescia,Lombardia	Orientale	
		Dove chi i va?	Monselice	Monselice,Padova,Veneto	Meridionale	 | clit 6 | clit masch | clit sogg | fless 6 | inacc | indic pres | interr dir | presenza comp | WH loc | WH semplice | 
		Dove e xè chi va?	Montecchio Precalcino	Montecchio Precalcino,Vicenza,Veneto	Meridionale	 | cleft | clit 6 | clit climb | clit masch | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dulà i vani?	Montereale Valcellina	Montereale Valcellina,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Dove vai? / Dove che i va?	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		Dula vano?	Nimis	Nimis,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Dove vài?	Noale	Noale,Venezia,Veneto	Centro-settentrionale	
		En do vai pò?	Nones 	Tassullo,Trento,Trentino Alto Adige	Trentino Occidentale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Dunde i van?	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Ula va-i pa?	Ortisei	Ortisei/St. Ulrich,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Ndu vva?	Osimo	Osimo,Ancona,Marche	Anconetano	 | fless 3 | fless 3 = fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Ndu vvanne?	Osimo	Osimo,Ancona,Marche	Anconetano	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Ignù vai? (m.) / Ignù vali? (f.)	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		Dove zé che i va?	Padova3	Padova,Padova,Veneto	Meridionale	
		Dove ze che i va?	Padova4	Padova,Padova,Veneto	Meridionale	 | cleft | clit masch | clit sogg | essere | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove ze che i va?	Padova5	Padova,Padova,Veneto	Meridionale	 | cleft | clit sogg | essere | fless 3 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vai?	Padova6	Padova,Padova,Veneto	Meridionale	 | clit masch | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Dove i vai?	Padova7	Padova,Padova,Veneto	Meridionale	 | clit masch | clit sogg | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Dove vai?	Padova8	Padova,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Dove vai?	Padova9	Padova,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Agnò vai?	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		Dove ze che i va?	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | cleft | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vai?	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vai?	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vai?	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	
		Dove vai?	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove ze che i va?	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | cleft | clit masch | clit sogg | essere | fless 3 | fless 6 | inacc | indic pres | interr dir | presenza comp | pro | WH loc | WH semplice | 
		Dove xe che i va?	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | cleft | clit masch | clit sogg | clit sogg | essere | fless 3 | fless 6 | fless 6 | inacc | indic pres | interr dir | presenza comp | pro | sogg encl | WH loc | WH semplice | 
		Dove vaii?	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Dove vai?	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		An te cha van?	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Dove vaei?	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	Pontevigodarzere 2	Padova,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Andé i van?	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Ola che i va?	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Ònde vai? (vai ònde?)	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		dunt i van li?	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		'Ndò i va?	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Vali andé?	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Dulà vano ?	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Dove e xè drio ‘ndare?	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | cleft | fless 6 | inacc | indic pres | interr dir | pro | V prep | WH loc | WH semplice | 
		Dove vai?	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | clit 6 | clit masch | clit sogg | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		‘Nduo vai?	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		Dunde i van?	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Dulà vano?	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Endò vai, po?	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | fless 6 | inacc | indic pres | interr dir | partfrasale | pro | sogg encl | WH loc | WH semplice | 
		Dund'a l'è ch'i van?	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Onde vali?	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		An tica van?	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		In tica van?	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Ulà vai?	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Dount i van-lo?	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Dove vaee?	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		Endò vai, po?	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | fless 6 | inacc | indic pres | interr dir | partfrasale | pro | sogg encl | WH loc | WH semplice | 
		Endò vai po?	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Dove xe che i va?	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		Dove vaii?	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		Dove vai? (Dove sei drio 'ndar?)	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Ulà vai pa ?	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Dove vaei?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove xe che i va?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | cleft | clit 6 | clit masch | clit sogg | essere | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vai?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove xe che i va?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv loc | cleft | clit 6 | clit masch | clit sogg | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | clit 3 | clit masch | clit sogg | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove xe che i va?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | cleft | clit 6 | clit masch | clit sogg | essere | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaj?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vai?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaj?	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vai?	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vai?	San Martino di Lupari2	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vanno?	San martino di lupari 3	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	San Martino di Lupari 4	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	San Martino di Lupari 5	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	San Martino di Lupari 6	San Martino di Lupari,Padova,Veneto	Centro-settentrionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaj?	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dulà a' vanu? / Do vanu?	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Duà vanu?	San Michele al Tagliamento2	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Dove ze che i va?	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
		Dove vai?	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
		Dove i va?	San Pietro in Gu1	San Pietro in Gu,Padova,Veneto	Meridionale	 | clit 6 | clit masch | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vai?	San Pietro in Gu2	San Pietro in Gu,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vai?	Santa Croce Bigolina	Cittadella,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove ze che i va?	Santa Maria di Sala	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | cleft | clit 6 | essere | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | WH semplice | 
		Dove vaei quei?	Santa Maria di Sala 1	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | clit sogg espl | fless 6 | inacc | indic pres | interr dir | ogg plur | pro | WH loc | WH semplice | 
		Dove vaei?	Santa Maria di Sala 1	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | clit sogg espl | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove ze che i va?	Santa Maria di Sala 2	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | clit 6 | essere | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | WH semplice | 
		Dove vaei?	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	Santa Maria di Sala 4	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vaei?	Santa Maria di Sala 5	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dund i van?	Savona	Savona,Savona,Liguria	Gallo-Italico Ligure	
		Indóa vai?	Schenone	Samolaco,Sondrio,Lombardia	Alpino	
		Dove vae?	Schio	Schio,Vicenza,Veneto	Meridionale	 | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | sogg encl | WH loc | WH semplice | 
		Dove vai?	Schio	Schio,Vicenza,Veneto	Meridionale	 | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Ulá vai pa?	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Dove vai?	Selvazzano Dentro	Selvazzano Dentro,Padova,Veneto	Meridionale	 | clit masch | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Ando vani?	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		Dove vai?	Solesino	Solesino,Padova,Veneto	Meridionale	 | clit 6 | clit masch | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dúnde ván ?	Tabarchino	Calasetta,Carbonia-Iglesias,Sardegna	Gallo-Italico Ligure	
		Duve i van?	Taggia	Taggia,Imperia,Liguria	Gallo-Italico Ligure	
		Dov vali?	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		Dov vai?	Taglio di Po2	Taglio di Po,Rovigo,Veneto	Meridionale	
		Dove vali? / Onde vali?	Tai di Cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		In dulà vanu?	Teglio Veneto	Teglio Veneto,Venezia,Veneto	Friulano Occidentale	
		Dove ndeo?	Teolo	Teolo,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove vai?	Terranegra	Padova,Padova,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | sogg encl | WH loc | WH semplice | 
		Dove ze che i va?	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Vali onde?	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		An te c'ai van?	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		Anté ch'a van?	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Andova ch'a van?	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Andova ch'a van?	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Antè ch'a van?	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Andova ch'a van?	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		Do’ va’?	Treia	Treia,Macerata,Marche	Maceratese	
		Dove i va?	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Dove i va?	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Addò vònne?	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		Do xè ch'i va?	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Dove se che i va?	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		Indoe i van ?	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		Dove li van?	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		Dund i van?	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		N'do vai ?	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		In duè ca voon?	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Dove i xe drio andar?	Venezia1	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit sogg | essere | fless 6 | inacc | indic pres | inf sempl | interr dir | WH loc | WH semplice | 
		Dove i va?	Venezia 6	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove xe che i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | cleft | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | 
		Dove i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove xe che i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | cleft | clit 6 | clit masch | clit sogg | essere | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | 
		Dove i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove che i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | presenza comp | pro | WH loc | 
		Dove i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove i xe drio andar?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | essere | fless 3 = fless 6 | fless 6 | inacc | indic pres | inf sempl | interr dir | WH loc | WH semplice | 
		Dove i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove i va?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vai?	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | fless 6 | inacc | indic pres | interr dir | sogg encl | sogg encl | WH loc | WH semplice | 
		Dove i va	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		'Ndò vai?	Verona	Verona,Verona,Veneto	Veronese	
		Dove ze che i va?	Veternigo	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | cleft | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vai?	Vicenza	Vicenza,Vicenza,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | sogg postv | WH loc | WH semplice | 
		Dove vai?	Vicenza2	Vicenza,Vicenza,Veneto	Meridionale	 | clit 6 | clit sogg | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vali?	Vidor	Vidor,Treviso,Veneto	Centro-settentrionale	
		Vàli dove?	Vidor2	Vidor,Treviso,Veneto	Centro-settentrionale	
		Indee vai?	Villa di Chiavenna	Villa di Chiavenna,Sondrio,Lombardia	Alpino	
		Andi va-i ?	Villa di Tirano	Stazzona,Como,Lombardia	Alpino	
		Dove va i ?	Villafranca Padovana	Villafranca Padovana,Padova,Veneto	Meridionale	 | clit 6 | clit masch | clit sogg | fless 3 = fless 6 | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vai?	Villaverla	Villaverla,Vicenza,Veneto	Meridionale	 | fless 6 | inacc | indic pres | interr dir | pro | WH loc | WH semplice | 
		Dove i và?	Villorba	Villorba,Treviso,Veneto	Centro-settentrionale	
		Agno vai?	Vodo di Cadore	Belluno,Belluno,Veneto	Ladino Cadorino	
		Dove vai?	Zero Branco	Zero Branco,Treviso,Veneto	Centro-settentrionale	
		Dove vai?	Zianigo	Mirano,Venezia,Veneto	Lagunare	 | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove zei drio ndar?	Zianigo2	Mirano,Venezia,Veneto	Lagunare	 | clit sogg | fless 6 | inacc | indic pres | interr dir | progress | WH loc | WH semplice | 
		Dove vai?	Zianigo3	Mirano,Venezia,Veneto	Lagunare	 | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove i va?	Zianigo4	Mirano,Venezia,Veneto	Lagunare	 | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vai?	Zianigo5	Mirano,Venezia,Veneto	Lagunare	 | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
		Dove vai?	Zianigo6	Mirano,Venezia,Veneto	Lagunare	 | clit sogg | clit sogg | fless 6 | inacc | indic pres | interr dir | WH loc | WH semplice | 
						
2.0	89.0	Il bambino che è venuto ieri è mio nipote				 | aux E | avv temp | essere | fless 3 | inacc | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		U matettu ch'u l'è vegnuu sera e l'è me nevu	Alassio	Alassio,Savona,Liguria	Gallo-Italico Ligure	
		Ra masnà ch’a r’è vnìa jer a r’è me nud	Alba	Alba,Cuneo,Piemonte	Alto piemontese	 | aux E | avv temp | essere | fless 3 | inacc | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		AL canaia ca l'è ignut ier l'è al me neut	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El bocia / matelot / putelot / popo che è vegnù ieri l’è me neò / nevodo.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El matelot che è vegnù algeri l’è me néo	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El popo che è vegnù algeri l’è me nepote.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		ER matatt cu l'à vnù ieri u l'à mee neev	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		El tozeto che zè vignù ieri zè me nevodo	Altavilla Vicentina	Altavilla Vicentina,Vicenza,Veneto	Meridionale	
		El toseto che zè vignù ieri l’è me nevodo	Alte Ceccato	Montecchio Maggiore,Vicenza,Veneto	Centro-settentrionale	
		El putelot che è nù alieri l’è me neò	Amblar	Amblar,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux E | avv temp | clit sogg | essere | fless 3 | inacc | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Al canai ch'al è vignut ieir al è gniò nevout	Andreis	Andreis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Chel frut ch'al è vignut air al è me nevod	Aquileia	Aquileia,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Er fante ch'è vegnù aiei g'è miè nevodo	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Quelu figio cu l'è venuu vei u l'è me neu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		El toseto che sè vegnù ieri l'è me nevodo	Arsiero	Arsiero,Vicenza,Veneto	Meridionale	
		U figio che l'è vegniu vej l'è me neu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Al putlet ch'è gnu ier l'è me neu	Bagnolo S. Vito	Bagnolo San Vito,Mantova,Lombardia	Mantovano	
		Al canai c'al è vegnù ieir al è gniò nevout	Barcis	Barcis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Al putin ch l'e' gnest ier le' me nvod	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux E | avv temp | clit sogg espl | clit sogg espl | essere | fless 3 | inacc | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		U picciriddu c’à vinni ieri e ma niputi	Biancavilla	Biancavilla,Catania,Sicilia	Area orientale non metafonetica	
		Al ragazel ch è a gnò air l è mi anvoud	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Al putin ch'l'è gnù jer l'è me nuod	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		U fante culè veganiu vei el'è me nevu	Borghetto di Vara	Borghetto di Vara,La Spezia,Liguria	Gallo-Italico Ligure	
		Al matalij can-ghè gno jera l'è 'l me nivodu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		El sccet che g'e' nit ger l'e' 'l me neut	Borgonato1	Corte Franca,Brescia,Lombardia	Orientale	 | aux E | avv temp | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El scciti' che g'e' nit ger l'e' me neut	Borgonato2	Corte Franca,Brescia,Lombardia	Orientale	 | aux E | avv temp | clit 3 | clit loc | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El sccet che g'e' nit ger l'e' el me neut	Borgonato3	Corte Franca,Brescia,Lombardia	Orientale	 | aux E | avv temp | clit 3 | clit aux | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El sccet che g'e' nit ger l'e' el me neut	Borgonato4	Corte Franca,Brescia,Lombardia	Orientale	 | aux E | avv temp | clit 3 | clit aux | clit masch | clit sogg | essere | fless 3 | inacc | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
