Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Sicume l'a mangià trop magiuster, inco el sta mal	Milano2	Milano,Milano,Lombardia	Occidentale	
		Sikúma t e manða tropi fràgul, inkö te ste mal	Milano4	Milano,Milano,Lombardia	Occidentale	
		Par vi mangiat massa fraulis, viei tu stas mal	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avej mangià trope frole, ancheuj te stass mal	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I t'he mangià trope frole, encheu i te stè ma	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Par ei maja trop tate frole, ancò te se malà	Monno	Monno,Brescia,Lombardia	Orientale	
		Per aver magnà masa masa fragole, ancoi te stai mal	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Par aver magnà massa fragoe, ancuo te sta mal	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Pe avé mangiau troppi meelli, ancoj ti stai ma	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Par ver magnà massa fragole, uncò te ste male	Padova1	Padova,Padova,Veneto	Meridionale	
		Uncò te ste mae pa ver magnà massa fragoe	padova2	Padova,Padova,Veneto	Meridionale	
		Uei stoi mal parceche ai mangjat mase fraulis	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome ch'el ga magnà masa fragole, ogi el sta mal	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Sicume t'lai mangià trope frole, encoi t'stai mal	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Pravei mangiò troppi morei ancò te sta ma	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Par aver magnà massa fragoe, oggi te sta mal	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Ancœi t’îte mâ dou mouman quë t’â minjá trote’d mariosse	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Per avei minjá trote’d mariosse, ancœi t’îte mâ	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Per avei mangiou troppu merelli ancò ti ste ma	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Par vè mangiat masse fraulis, uè tu stas mal	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per aver magnè tropi freuli, oz ste mel	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Per avii mangià tropi meei anchè te stai mau	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Per avei mangià trope frole, ancò t'sta mal	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Per avEj mangià trOpe frOle ancheuj i te stè mal	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		P'r aguè tro' minjà d' maiousa, enceui tu ite mal	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Sicome te hai magnà masa fragole, ancoi te stai mal	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Parché te ghe magnà massa fragoe inquo te ste mae	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Par ve mangjat massa fraulis, vuei al sta mal	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Avendo magna massa fragoe, ancuo te ste mae	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Uncò te ste mae parchè te ghe magnà masa fragoe	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Pər avej mangià tròpe fròle, ancheuj i tə staghe mal	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Per avej mangià bondos ed frole, ancheuj it estas mal	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Per avej mangià trope frole, ancheuj it estass mal	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Perchè it l'haj mangià trope frole, ancheuj it estas mal	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Ancheu i staj mal per avej mangià tropi froli	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		(Sicomu) t'è mangià trop magiustri, incò te stè mala	Trecate	Trecate,Novara,Piemonte	Novarese	
		Siccome el ga magnà massa fragole, ancuo te sta mal	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Te ga magna trope fragole, e ogi te sta mal	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome te ghè magnà massa fragole, oncò te stè male	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Scicume ti ai mangiau tropi mereli ancoi ti stai ma	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Per iga mangià trop tant anfrole, 'n co te ste mal	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	44.0	Maria se li e` visti ( vista) arrivare tutti a casa all'improvviso				 | acc partic clit | aux E | avv mod | clit 3 | clit 6 | clit cluster | clit ogg dir | clit rifless | fless 3 | inacc | indic pass pross | inf sempl | N proprio | ogg dir | ogg masch | ogg plur | PP | PP indef | PP loc | PP sing | Q float | sogg def | sogg femm | sogg nom | sogg prev | sogg sing | trans | 
		La Maria i ia iduc rua tuc a ca sua emprovisament	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		La Maria i l’ha visti arivar tuti a casa de colp.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		La Maria la se le visti arivar a casa tuti senza saver niente	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Maria l’ha se l'è visti arivar tuti a casa, de colp.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Maria a s'ja viscti rivee tucci a cò a l'impruvis	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A Maria la si g'è visti (la se l'è vista) capedae tuti a ca a limproviso	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		A Marinin a se l'à visti arivà n ca tuti aseme	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		A Maria a se g'a visti arivà tuti a cà al'impruvisu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Maria l'a si e' vista riar a ca tuti all'impruvis	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | acc partic clit | aux E | avv mod | clit 3 | clit 6 | clit cluster | clit ogg dir | clit rifless | clit sogg espl | clit sogg espl | fless 3 | inacc | indic pass pross | inf sempl | N proprio | ogg dir | ogg masch | ogg plur | PP | PP indef | PP loc | PP sing | Q float | sogg def | sogg femm | sogg nom | sogg prev | sogg sing | trans | 
		La Maria la si è vest arriver tott a ca al impruvis	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Maria la si è vist rivar tuti a cà a l'impruvisada	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Maria a j'ha vist rivar tuit a ca	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Maria l'a vustij rivè tucci 'n ca 'ntun mumentu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Maria a si è visti rivò an cà tucci all'impruvvisu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Maria as si è vesta riva tuti a cas impruvisament	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		A Maria a se gè visti arrivè tutti a cà	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		La Maria la se i ha visti (*vista) arivar tuti a casa all'improviso	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		La Maria la se li à visti (la se 'a vista) lugà tuti a casa a la desveduda	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Maria u sje vest tot in ca a l'impruvisa	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A Maria a se l'à usti arià tuti a cà tut aseme	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Maria se gu a vioduus rivà duć a ciasa a colp	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Maria (e') se l'è visti arrivà tutti a casa all'improvviso	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Ura Maria i i a vist rivà tucc in cà a l'impruvisa	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		La Maria se li ha visti rivar tuti a casa de colpo	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		A Marinin a se li a usti arià tutti a ca	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A Maria a se lè visti arivò tutti in ca d'impruvvisu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Maria se li è visti (vista) arrivare tutti a casa all' improvviso	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Maria la siè vest (la slìè vesta) arivè tot a cà a l'improvis	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Maia la s'i è visti rivae tuti a ca a l'enproviso	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Maria si a vedù rivà a cà a l'impruvisa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Maria a sa i è veduu rivà a ca a l’impruvis	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Maria a sa iè vedua rivà a ca l'improvis	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Maria se i xè visti rivare casa tuti tuto de on colpo	Longare	Longare,Vicenza,Veneto	Meridionale	
		La Maria la si è isch rià a baita tuch in sema a l'impruisa	Malonno	Malonno,Brescia,Lombardia	Orientale	
		La Maria la si è vist rivar tuti in ca al'impruvisa	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		La Maria (la) se li ga visti rivar tuti casa de colpo	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Maria si è vist arivà tuti a ca	Milano1	Milano,Milano,Lombardia	Occidentale	
		La Maria si è vist rivà tuch in ca in d'un mument	Milano2	Milano,Milano,Lombardia	Occidentale	
		María s i a vist rivà tü&#269; in ka al impruvís	Milano4	Milano,Milano,Lombardia	Occidentale	
		Maria se in ha viodus arrivà duc a ciasa all'impruvis	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Maria a l'è vistessje (a l'ha vistessla) rivè tuti a ca a l'improvis	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Maria a j'ha vistje ruvé tucc a ca ed bot an blau	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Maria la si è viscc a ruà a ca tucc te'n colp	Monno	Monno,Brescia,Lombardia	Orientale	
		La Maria la si ha visti arivar tuti a casa de colp	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Maria a se i ha visti 'rivar tuti a casa de colpo	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Maria a se l'è visti rivà tutti a cà a l'impruvisu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		La Maria se li ga visti rivare tutti casa de colpo / *la se i ze vista rivare tuti	Padova1	Padova,Padova,Veneto	Meridionale	
		Maria si i ga visti rivare tuti in casa all'improvviso	padova2	Padova,Padova,Veneto	Meridionale	
		Marie a siu iè viudus rivà ducju a cjase int un lamp	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Maria se li ga visti / ze visti (*vista) rivar tuti a casa (all'improvviso)	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Maria a l'è vistisie rivé tuti a ca 'd surpreisa	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Maria a si è visti rivé tucci a ca a l'impruvis	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		A Maria a se a visti 'rivar tutti in casa all'improvviso	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Mária i’s loû s’ei vî arrivâ touti a meisoun tout an in co	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Mária i’s loû s’ei vî arrivâ touti a meisoun a l’amprovî	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Maria a se l'a visti arivà tutti a cà al impruvisu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Maria iu ha vidus rivà a ciase so duc in un colp	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Maria la si è vesta arrivè tot ma chesa a l'imprevis	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Maia a se gi-è visti rivàà tuti n ca a l'enpruvisu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Maria a l'ha vistie a ruvé tui a ca a l'impruvis	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Maria s'j é vist rivar tuit an ca a l'improvis	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Maria se lh'è vit aribà tuti a meizoun d'un bot	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		La Maria la se l'ha visti arivar a casa tuti de colp	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Maria se i ga visti rivar tutti casa al steso momento	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Maria 'a si ju à vidus a riva ducju a cjasa al improvis	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Maria a se i ga visti rivare tutti in casa all'improviso	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Maria i si ga visti rivare tuti casa all'improviso	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Maria a l'è vədusse-la rivé tuti a ca a l'improvista	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Maria a l'è vədusse-je rivé tuti a ca a l'improvista	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Maria a l'è trovassje a ca a l'improvista	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Maria a l'è veddussje rivè tuti a ca a l'improvista	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Maria a l'è veddussje rivè tuti a ca a l'improvista	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Maria a l'ha visti-sij rivà tucc antecà a l'improvista	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		'Ra Maria l'è vustasa rivè tucc a ca in d'un crop	Trecate	Trecate,Novara,Piemonte	Novarese	
		Maria 'a se i gà visti 'rivar tutti a casa d'un colpo solo	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Maria la se li ga visti rivar tutintun a casa	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Maria se li ga visti rivare tuti casa tuto un colpo	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Maria a se l'à visti arivà tuti in cà	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Maria la si è visc (ista)tucc ruà a cà a l'impruisa	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	45.0	Glielo voglio dare per Natale				 | clit 3 | clit climb | clit cluster | clit indir | clit masch | clit ogg dir | fless 1 | indic pres | inf sempl | ogg dir | ogg indir | ogg masch | ogg sing | PP | PP def | PP sing | PP temp | pro | trans | volere | 
		A voi daghel par Nadal	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Voi darghelo per Nadal.	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ghe el dago a Nadal.	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Voi darghelo a Nadal.	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Ej lè veuill dee per Natal	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A voi daghelo per Nadae	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Ogu dagelu pe denà	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		G'e l'ogiu da pe Natale	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		A gal voi dar par Nadal	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | clit 3 | clit climb | clit cluster | clit indir | clit masch | clit ogg dir | clit sogg espl | fless 1 | indic pres | inf sempl | ogg dir | ogg indir | ogg masch | ogg sing | PP | PP def | PP sing | PP temp | pro | trans | volere | 
		A i al voi der par Nadel	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		A gal voi dar par Nadal	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		E veuj dagli per Natal	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		I vori degu par nadal	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		A voiu dailu per Natole	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		A veui dagal par Nadal	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Ghou voegiu dae pe Natale	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Voi darghelo per Nadal	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Voi ghe 'l dà par Nadal	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		A je voi de par Nadel	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		G u ogiu da pe Natale	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		O nei daigilu par Nadaal	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') glielo voglio dà pe Natale	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Voi dagal par Natal	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Vui dargheo par Nadal	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		G'u ol'u da pe Natale	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A gh'è l'oiu dò pe Dinò	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Gielo voglio dare per Natale	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		A iè voi dé par Nadel	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A gh'er vogio die pe Nadà	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A vorì dagel per Nadaa	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Vori daghel per Natal	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A vori dagel per Nadae	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Ghe (l)o vojo dare par Nada(l)e	Longare	Longare,Vicenza,Veneto	Meridionale	
		Hoi daghel per nedal	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Agh'al voi dar par Nadal	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Ghelo voio dare par Nadal	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Vori daghel per Natal	Milano1	Milano,Milano,Lombardia	Occidentale	
		Vori daghel per Natal	Milano2	Milano,Milano,Lombardia	Occidentale	
		Ge le vöri da / Ge l vöri dag pu Nadàl	Milano4	Milano,Milano,Lombardia	Occidentale	
		O vuei daiel par Nadal	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Veuj dejlo per Natal	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		I veuj deilo per NAtal	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Me oi daiel par Nadal	Monno	Monno,Brescia,Lombardia	Orientale	
		Gh'el voi dar per Nadal	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Voe dargheo par Nadal	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A gh'u voju da pe Natale	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		Ghe lo vojo dare par Nadale /Vojo darghelo par Nadale	Padova1	Padova,Padova,Veneto	Meridionale	
		Gheo vuio dare par Nadae	padova2	Padova,Padova,Veneto	Meridionale	
		I lu voi da par Nodal	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Voio darghelo per NAdal	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		J vej deilu per Natal	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A i li voi de per natal	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Vui dargheo par Nadal	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A vorou dounâ-lhou per Charande	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Ge u voggiu da pe Natale	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		O uei dajel par Nadal	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A ie voi de per Nadel	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		E gh'er vogiu daa da Nadau	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Voi deilu per Natal	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		I veuj dailo per Natal	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		I veuj dailo per Natal	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		I veuj dailo per Natal	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Li lou veui dounà per Denal	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Voi darghelo per Nadal	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Vojo dargheo a Nadae	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		'I voi dajlu par Nodal	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Voio dargheo per Nadae	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Ghe o vojo dare par Natae/ Vojo dargheo	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		I-j lo veuj deé pər Natal	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I-j veuj dej-lo pər Natal	Torino	Torino,Torino,Piemonte	Alto piemontese	
		I veuj dejlo per Natal	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		I veuj dejlo per Natal	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I-j lo veuj dè a NAtal (i veuj dejlo)	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I veuj dailo per Natal	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		I vo devru  par Nadal	Trecate	Trecate,Novara,Piemonte	Novarese	
		Vojo dargheo par Nadal	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Ghe lo voio dar per Nadal	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Voio darghelo par Natale	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		G u voiu dà pe Natale	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Ole daghel per Nadal	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	46.0	Mi hanno dovuto parlare in segreto				 | aux A | avv mod | clit 1 | clit indir | dovere | fless 6 | indic pass pross | inerg | inf sempl | ogg indir | PP | PP avv | PP sing | pro | 
		I ma duvut parla en grand segret	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		I ha dovest parlarme de scondom	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I ma parlà de scondom	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		I m'ha dovù parlar en segreto	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		E m'an duvù parlee ed ciaton	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		G'ian dovù parlame d'alogà	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		G'è tucau parlame d arescusu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		I m'an duvuu parlà in segretu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		I ma duest cacarar da na banda	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | avv mod | clit 1 | clit indir | clit sogg espl | dovere | fless 6 | indic pass pross | inerg | inf sempl | ogg indir | PP | PP avv | PP sing | pro | 
		I m an dvò ccarrer d' arpiat	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		omessa	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		A l'ha dovù parlami de scos	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		J' on vurso parlè 'nbutunai	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		I m'han duvù parlò da ciaton	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		I a dovi parlam ad nascost	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		I m'han duvuu parlè a rescusa	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		I m'ha dovest parlar en segreto	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		I à tochest (cognù) me descore sot man via	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		I mla dovu di ad nascost	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I m'an duvuu parlà d'arescusu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		E an scugnuut cicrami in segret	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(e') m'hanno dovuto parlà in segreto	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		I gn'à vut da paralmm in segrett	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		I ha dovest parlarme de scondion	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		I m'an duuu parlà in segretu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		I man duvuu parlò in secretu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		(e) mi hanno dovuto parlare in segreto	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		I m'ha duvù parlé ad nascost	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		I m'an dovù parlae d'arescoso	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A m’han durü parlà de nascost	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A man duvu parlà de nascost	Lecco	Lecco,Lecco,Lombardia	Orientale	
		I man duvù parlà in segreto	Lecco	Lecco,Lecco,Lombardia	Orientale	
