Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		A vita l'è scangiò an zi anni	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		La vida l'è cambiada tant in chi an che	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		A vitta a l'è cange dubelu u quest ani	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		La vita la è tant cambiaà en de 'sti ani	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		El vive 'l à tant cambià 'nte sti ani	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		In sti an la vita le cambjeda una masa	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A vita l'à cangiò tantu inte sti ani	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		La vita e jé tant cambiada in casć ains	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La vita è cambiata parecchio in questi anni	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Ra vita l'è cambiada da tantu, in di ultimann	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		La vita l'e cambiada tant in te sti ani	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		A vitta l'è scangià in questi anni	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		A vitta a l'è tantu cangiò in te sti anni	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		La vita l'è molto cambiata in questi anni	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		La vida l'aiè cambieda tent in sti en	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		A vita l'è cangià de lungo in sti ani	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		La vita a l'è cambiada tant in qui ann che	Lecco	Lecco,Lecco,Lombardia	Orientale	
		La vita a l’è cambiada tant in qui ann che	Lecco	Lecco,Lecco,Lombardia	Orientale	
		la vita l'è cambiada tanto in sti an	Lecco	Lecco,Lecco,Lombardia	Orientale	
		In'sti ultimi ani (l)a vita sè cambià tanto	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al de den co la ita l'è cambiada	Malonno	Malonno,Brescia,Lombardia	Orientale	
		AL vivar l'è tant cambià in sti ani	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		La vita (la) sè cambià tanto in sti ani / LA vita la ga cambià	Mestre	Venezia,Venezia,Veneto	Lagunare	
		La vita l è tantu cambiada inchi an chi	Milano1	Milano,Milano,Lombardia	Occidentale	
		La vita l'è cambiada tantu in di chi an chi	Milano2	Milano,Milano,Lombardia	Occidentale	
		La visa l e kambiada tant in ki ani kì	Milano4	Milano,Milano,Lombardia	Occidentale	
		La vita e ie tant cambiada in chist anu	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La vita a l'è cambià tant an costi ani	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		La vita a l'é cambià 'n si agn	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		La vita ste agn ché la s'è blu cambiada	Monno	Monno,Brescia,Lombardia	Orientale	
		La vita l'ei tant cambiada en sti ani	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		'A vita la è tant cambiada in sti ani	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		A vitta a l'è tantu scangià in te sti agni	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		La vita se (ga) cambià tanto	Padova1	Padova,Padova,Veneto	Meridionale	
		La vita se cambià tanto in sti ani	padova2	Padova,Padova,Veneto	Meridionale	
		La vite a è tant cambiade in chiscju ains	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La vida la ze cambiada tanto in questi ani	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		La vita a l'é cambia mut bin n ste an si	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Ra vita ré cangiò tant an si agni	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		La vita la è cambiada tant in te'sti ani	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		La vito il o touplen chinjá clouns an itjí	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		La vito il o touplen chinja stous an	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		A vitta a l'è tantu cangià in te questi anni	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		La vide e je tant cambiada in chest ains	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La vita la è molta cambiè in quest an	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Aa vita a l'è tantu cangià nte sti ani	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		La vita a l'è cambià tant an sti ani	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		La vita a l'é motobin cambià an tsi agn	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		La vitto à bien cambià en quetti ann	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		La vita l'è cambiada tant en de sti ultimi ani	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		A vita xe tanto cambiada in sti ani	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		La vita 'a è 'na vora cambiada in 'scju ains	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		A vita se molto cambiada in questi anni	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		A vita a ze tanto cambià in sti ani	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		La vita a l'è motobin cambià, an costi ani	Torino	Torino,Torino,Piemonte	Alto piemontese	
		La vita a l'è cambià motobin an costi ani	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		La vita a l'è cambià motobin an costi ani sì	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		La vita a l'è motobin cambià 'n costi ani	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La vita a l'è motoben cambiaja an costi agn	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Ara vita l'è cambià un bel po in di si an (l'è insi' cambià)	Trecate	Trecate,Novara,Piemonte	Novarese	
		'A vita zè tanto cambiada in 'sti anni	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		La vita se sai cambiada in sti ani  /  Se sai cambiada in sti ani la vita	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		La vita la xè cambià tanto in sti ani	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		A vita a l'è scangià benben inte si ani	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		La ita l'è cambiada tant 'n de chi agn ché	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	55.0	Per aver qualcuno parlato troppo, siamo tutti nei guai				 | aux A | aux to C | avv altri | essere | fless 4 | indic pass pross | indic pres | inerg | inf composto | PP | PP def | PP loc | PP plur | pro | Q float | QP sogg | sogg postaux | subord | 
		Parché vargu la parlat trop, en se en deli pedoli	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		Sicome qualcheduni i ha parlà mal,sem tuti ‘n le rogne	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Qualcheduni i ha parlà massa e sem tuti en la rogna	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Qualcheduni i ha parlà masa e ades sem tuti en le rogne	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Per avaj corceun parloo tropp, e suma tucci in ti fasctidi	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		A san tuti nti fastidi perché quarchedun g'ià parlà tropo	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Semu tuti inte peste aprovu che quarchedun i l'à parlau tropu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Perché quarchedun u l'à parlon tropu, semu tuti in ti guai	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		Perche' qualchidun l'ha cacara' trop a sema tuti in di casin	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | aux A | aux to C | avv altri | clit sogg espl | clit sogg espl | essere | fless 4 | indic pass pross | indic pres | inerg | inf composto | PP | PP def | PP loc | PP plur | pro | Q float | QP sogg | sogg postaux | subord | 
		Cuelch d on l a ccours trop e ades a san tott in di guai	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		omessa	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Per avej quaidun parlà un po trop, e soma ant la bagna	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		Sè quajcun l'à parlà troppu, summa tucci 'nfiscjai	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Per avei carcon parlo troppu, ara a summa tuciu an ti pastizzi	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		omessa	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		Semu tutti in ti guei perchè querchedun u l'à parlou troppu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		Qualcheduni i ha parlà masa, così sem tuti 'ntei guai	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		Sion tuti 'nte i pastiz, parchè valgun 'l à descorest masa	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Par un cla scors trop, a sam tot in ti guai	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Sicume carchedun l'à parlò tropu semu tuti int e peste	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Par vee qualchidun ciacarat massa, o sin duć in malora	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Pe avé parlato troppo qualcuno, siamo tutti nei guai / Pe avé qualcuno parlato tropo (?)	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Par via che quaidun l'a parlat tropp a sem tucc in di petol	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Siccome qualchedun l'ha parlà massa, son tuti in tee rogne	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		P aì quarchedun parlò troppu, semmu tutti in ti guai	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Pe avei curcun parlun troppu a semmu tutti in ti paciughi	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Per aver qualcuno parlato troppo, (e) siamo tutti nei guai	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Par avé chich'don parlé trop, a sem tot in ti guei	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Pe avee quarcun parlà tropo, a semo tuti ent'i guai	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A sem tuch in di petul parché un quai van l’a parlaa trop	Lecco	Lecco,Lecco,Lombardia	Orientale	
		A sem tuch in di petul perché un quoi vun l'a parlaa trop	Lecco	Lecco,Lecco,Lombardia	Orientale	
		DAto che vergun l'a parlà trop, sem in di petul	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Semo tuti incatija parchè qualchedun gà parlà masa	Longare	Longare,Vicenza,Veneto	Meridionale	
		An se tuch an dei guai per argù l'ha parlà trop	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Sicume an qualdun l'a parlà trop, a sem tuti ind i pastis	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		Par aver qualchidun parlà massa semo tuti sui guai	Mestre	Venezia,Venezia,Veneto	Lagunare	
		Per avè parlà un quidun trop, ades sem tuc in di petul	Milano1	Milano,Milano,Lombardia	Occidentale	
		Sicume un queidun l'a parlà trop, sem tuch in di pastis	Milano2	Milano,Milano,Lombardia	Occidentale	
		Kul fat ke nkuidü'n l a parlà trop, sem tü&#269; in di guài	Milano4	Milano,Milano,Lombardia	Occidentale	
		Par vi qualchidun ciacarat massa, e sin duc tei guaios	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avej chijdun parlà trop, soma tuti ant ij pastiss	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		Cheicun j'han parla' trop, aora i sma' 'nt j potri	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		Par è ciacolà trop vargu, m'è po tucc ti guai	Monno	Monno,Brescia,Lombardia	Orientale	
		Per aver parlà masa qualchedun, sem tuti mal ciapadi	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		Par aver qualchedun parlà massa, sen tuti int' ei guai	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Pe avé quarcon parlau troppu a semmu tutti in ti guai	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		?? Par ver parlà massa qualcheduni, semo tuti nei pastissi	Padova1	Padova,Padova,Veneto	Meridionale	
		Semo tuti nei casini perchè qualcuno ga parlà massa	padova2	Padova,Padova,Veneto	Meridionale	
		Sin ducju tai guaios, parseche qualchidun al à cjacarat mase	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Sicome che qualchedun el ga parlà masa semo tuti nei guai	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Per culpa 'd caidun c'a l'a parla trop, suma tuti n'ti pastis	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Pr avei corcun parlò trop a summa tucci ant i guoi	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Par aver qualchidun parlà massa, sen tutti in tei guai	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		A còuso dë cocun qu’oul o parlá trot, œiro san touti mâ tjapá	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		A còuso dë cocun qu’oul o parlá trot, œiro san touti mâ bitá	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		Pe avei quarcun parlou troppu, semmu tutti in ti guai	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Per colpe di qualchidun chel veve ciacarat masse, o sin duc a remengo	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Per avè qualcun parlè trop, a sem tot ti guai	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		Scicume quarcun i gi-ha parla tropu e se scimu truvà tuti nti guai	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Per avei chidun parlà trop, suma tui an ti guai	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Per avej quajdun parlà trop i sen tuit ant ij guaj	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		Perqué calcun à parlà trop, nou soun tuti ent i pastis	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Qualchedun l'ha parlà masa e ades sem tuti nele peste	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		Sicome che qualchedun ga parlà massa,....	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Par ve qualchidun fevelat massa, 'i sin ducju tai guais	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Sicome qualcuno ga parlà massa semo tuti nei guai	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		Semo tuti nei guai, parchè qualcuni ga parlà masa	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Per avej, quaidun, parlà trop, i soma tuti ant ij pastiss	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Sicoma che quaidun a l''ha parlà trop, i soma tuti ant ij pastiss	Torino	Torino,Torino,Piemonte	Alto piemontese	
		Per avej cheidun parlà trop, is trovoma tuti ant y pastiss	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Sicome quidun a l'ha parlà trop, i soma tuti ant ij pastiss	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Perchè quaidun a l'ha parlà trop i soma tuti nt ij pastiss	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		I soma tucc ant ij pastiss perchè quaidun a l'ha parlà trop	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Sicomu un quai uch l'è parlà trop, suma tucc in di pastiss	Trecate	Trecate,Novara,Piemonte	Novarese	
		A motivo che qualchedun gà parlà massa, semo tutti quanti nei guai (nele petole)	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Dal momentoche qualchidun ga parlà tropo, semo tuti nei radigi	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Sicome qualcheduni gà parlà massa, semo tuti quanti incasinai	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Scicume caicun a parlau tropu, semu tuti int a brata (bana, cane)	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Per iga argù parlà trop, 'n sè 'n di fastide	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	63.0	( Dal dottore) ti ci vuole portare subito				 | avv temp | clit 2 | clit climb | clit cluster | clit loc | clit ogg dir | disl sx | fless 3 | indic pres | inf sempl | ogg dir | PP | PP def | PP loc | PP sing | pro | trans | volere | 
		Dal dotor al vol portat subet	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		El vol portarte subit (dal dotor)	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El vol portarte subit dal medico	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		Dal medico el vol portarte subit	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		U tj veu purtee subti	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Dau dotoe i t ghe voi portae subito	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U te g'o purtà aua dau megu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		Dau megu u te g'ò purta subetu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		At vol portar subito dal dutor	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv temp | clit 2 | clit climb | clit cluster | clit loc | clit ogg dir | clit sogg espl | disl sx | fless 3 | indic pres | inf sempl | ogg dir | PP | PP def | PP loc | PP sing | pro | trans | volere | 
		A t vol purter sobbit dal dutour	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Al vol purtartag subit	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		At vol partati subit	Borgofranco d'Ivrea	Borgofranco d'Ivrea,Torino,Piemonte	Alto piemontese	
		'L vò purteti suttu	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Dai megu ut vo purtatie subito	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Dal dutur i vel putat subit	Casalmaggiore	Casalmaggiore,Cremona,Lombardia	Orientale	
		U te ghe voe purtae subbetu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		El te ghe vol portar subit	Castellano	Villa Lagarina,Trento,Trentino Alto Adige	Trentino orientale	
		El vol te portà deboto	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Utvò purtè sobit da e dutor	Cesesa1	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dau megu u te vo purtà subetu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Daldotor, al uul puartarti daur man	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		e' ti ci vò portà subito	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Dar dutur al vo portatt subit	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Frase non tradotta	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		U te ge o purtà subetu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Dau magnifico u te go purtò subetu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		e ti ci vuol portare subito	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		(D'e dutor), u t'i vò purté sobat	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Dar medego la te ghe vè portae subeto	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		A voor purtatt sübit in dal dutuur	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Al voor purtatt subit in dal dutuur	Lecco	Lecco,Lecco,Lombardia	Orientale	
		El vor purtat subet dal dutur	Lecco	Lecco,Lecco,Lombardia	Orientale	
		EL te ghe vo(l)e portare suito	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al vol menat subit dal dutur	Malonno	Malonno,Brescia,Lombardia	Orientale	
		(dal dutur) at vol purtar subit	Mantova	Mantova,Mantova,Lombardia	Mantovano	
		El te vol portar subito / *El te ghe vol	Mestre	Venezia,Venezia,Veneto	Lagunare	
		dal dutur el te vor purtà subit	Milano1	Milano,Milano,Lombardia	Occidentale	
		La vor purtat subit	Milano2	Milano,Milano,Lombardia	Occidentale	
		Dal dutúr el te vör purtàg sü'bit	Milano4	Milano,Milano,Lombardia	Occidentale	
		Dal miedi, el lul portati subit	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A veul emnete subit	Moncalieri	Moncalieri,Torino,Piemonte	Alto piemontese	
		O ven portete subit	Mondovì	Mondovì,Cuneo,Piemonte	Alto piemontese	
		'l vol portat-it subit	Monno	Monno,Brescia,Lombardia	Orientale	
		Dal medico, el vol portarte subito	Montesover	Sover,Trento,Trentino Alto Adige	Ladino-fiammazzo	
		El te vol portar subito	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Dau megu u te ghe vo purtà subbitu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		El vol portarte(*ghe) / El te(*ghe) vole portare	Padova1	Padova,Padova,Veneto	Meridionale	
		El te voe portare subito	padova2	Padova,Padova,Veneto	Meridionale	
		El te voe portare subito	Palazzolo dello Stella 	Palazzolo dello Stella,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		(Dal dottore) el vol portarte subito	Palmanova	Palmanova,Udine,Friuli Venezia Giulia	Centro-settentrionale	
		Dar medic a vol purtete subit	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Dar megh u ti vo purté subitu	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		El vol portarte subito dal dottor	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Ou vô minâ-te tousuito	Ramats	Chiomonte,Torino,Piemonte	Franco Provenzale del Piemonte	
		U te ge vo purtà subbetu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		AL ul menati daur man dal miedi	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		De dotor ut vo purtè sobti	Rimini	Rimini,Rimini,Emilia Romagna	Romagnolo	
		dar migu i te ghe vou purtee subetu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Dar dutur a vol purtete subit	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Dal medich a vol portate subit	Rivarossa Canavese	Rivarossa,Torino,Piemonte	Alto piemontese	
		A t'lhei vol pourtà subit	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Dal medico, el vol portarte subit	Rovereto	Rovereto,Trento,Trentino Alto Adige	Veronese	
		(Dal dotor) Te voe portar subito	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		(Dal miedi), al vol menati subita	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		El voe portarte subito	Scorzé	Scorzè,Venezia,Veneto	Meridionale	
		El voe portarte suito dal dotore	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		A veul portete subit dal médich	Torino	Torino,Torino,Piemonte	Alto piemontese	
		A veul portete dun-a	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		A veul portete subit da medich/ At veul porte' subit	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		A veul portete subit da...	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		A veul portati subit	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Inda dutur a vo purtelata sutu	Trecate	Trecate,Novara,Piemonte	Novarese	
		El vol portarte suito dal medego (dotor)	Treviso	Treviso,Treviso,Veneto	Centro-settentrionale	
		Ghe vol portarte subito	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Dal dotore el vole portarte subito	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		u te ge vo purtà subitu dau meigu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		omessa	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Da'l dotor la ol portat subit	Vione	Vione,Brescia,Lombardia	Orientale	
						
1.0	65.0	(A scuola, il bambino) ce lo puoi portare in moto.				 | clit 3 | clit climb | clit cluster | clit loc | clit masch | clit ogg dir | disl sx | fless 2 | indic pres | inf sempl | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | potere | PP | PP | PP indef | PP indef | PP loc | PP sing | PP sing | pro | 
		a scola al canaia, te podet portal subet	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		(El popo a scola) Te poi portarlo cola moto	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		El matelot te podi portarlo a scola en moto	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		A scola el popo te podi portarlo con la moto	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		A scoera er matatt t'el poj purtee in moto	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Aa scoa er fante te po portaghelo 'n moto	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		Ti po purtaghelu cu a motu u figio a scoa	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		A scoa, u figio ti g'ou po purta in motu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		(A scola al putin) a ta gal po' purtar in moto	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | clit 3 | clit climb | clit cluster | clit loc | clit masch | clit ogg dir | clit sogg espl | disl sx | fless 2 | indic pres | inf sempl | ogg def | ogg dir | ogg dir | ogg masch | ogg sing | potere | PP | PP | PP indef | PP indef | PP loc | PP sing | PP sing | pro | 
		T al pu purter in motozicletta a scola al ragazol	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		Ta gal po purtar in moto	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
