Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		La signora che te ghe incontrà ieri a ze me zia	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Chea femena che te incontrà ieri, a ze me zia	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Chea donna che ti ga visto ieri, ze me zia	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | aux A | avv temp | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea femena che te ghe incontrà ieri ea ze me zia	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | aux A | avv temp | clit femm | clit sogg | doubling | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea siniora che te ghe incontrà ieri ea xe me xia	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 3 | clit femm | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea femena che te ghe incontrà ieri, ea ze me zia	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 3 | clit femm | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Cula madama che tr'hai truvà ier a r'è mia magna	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		A signora che go incontrà ieri a ze me zia	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 3 | clit femm | essere | fless 1 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che go incontrato ieri a ze me zia	Pontevigodarzere 2	Padova,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 3 | clit femm | essere | fless 1 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Chea signora che te ghe incontrà ieri ze me zia	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La sgnura che t'ò scontrò seira a rè me lalla	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		La femena che tu as scontrà angern l'e mi ameda	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		La siora che t’ass ciatà iniere le me nène	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		La madama (k) t as cuntrà ie l'é ma magna	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		A femmena che te ha incontrà ieri, la è me zia	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		La siora che te ha incontrà ieri l’é me amia	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		La siore che tu has incontrat ier e iè me agne	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A sjora che te ghè visto jeri e xè mea zia	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | aux A | avv temp | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A vecia che te ghè visto jeri e xè mea zia	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | aux A | avv temp | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La siuro che te ghe ‘ncuntrà ier, l’è me sia	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		A scegnua che t'è incuntrò vei a l'è me lalla	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		La siora che tu as ciatat ier e je me agna	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		La femma che has vist alieri l’è me zia.	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | avv temp | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Aa scignua che t'hai encuntrà aii a l'è mei seia	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		La siora che ti è incontrà ier l’è me amia	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		La madama ca t'ha ancuntrà ier a l'è mia magna	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Cula madama che trai encuntrà jer a re me magna	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Ch'ela siora che t'ez scontrè inier l'è ma zia	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		La donno que tu a 'ncontrà ier l'è ma dando	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		A signora che te ghe incontrà ieri ze me zia	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		Ca siora che has encontrà alieri l’è me zia	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | avv temp | clit sogg | dimostr | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La siora che has encontrà alieri l’è me zia	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | avv temp | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La siora che te ga incontrà ieri la xe me zia	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		Ea femena che te ghe incontrà ieri ea se me zia	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		A signora che te ghe incontrá ieri xe me zia	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		L'ala che t'aste incunté inîr è mia mada	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		A femena che ghemo incroxÃ  ieri xe me xia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | essere | fless 3 | fless 4 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La signora che te ghe incontrÃ  ieri, xe me xia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signòra che te ghe incontrà ièri a ze me zia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A siora che te ghe incontrÃ  ieri a xe me xia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit ogg dir | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A femena che te ghe incontrÃ  ieri a xe me xia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | clit ogg dir | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe catÃ  ieri xe me xia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe incontrÃ  ieri xe me xia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit masch | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A femena che te ghe incontrÃ  ieri a xe me xia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | clit ogg dir | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A femena che te ghè trovà ieri ze me zia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La femena che te ghe incontrÃ  ieri xe me xia	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | presenza comp | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe incontrÃ  ieri a xe me xia (amia)	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | clit ogg dir | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A femena che te ghè trovà iéri ze me zia	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe catà ieri a ze me àmia	San Martino di Lupari2	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe incontrà ieri a xe me xia	San martino di lupari 3	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A siora che te ghe incontrà ieri, a xe me xia	San Martino di Lupari 4	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | clit masch | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Asignora che te ghe incontrà ieri, a xe me xia	San Martino di Lupari 5	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | clit ogg dir | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La siora che te ghe incontrà ieri a xe me xia	San Martino di Lupari 6	San Martino di Lupari,Padova,Veneto	Centro-settentrionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe incontrÃ  ieri xe me xia	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit masch | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe incontrÃ  ieri a xe me xia (amia)	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La siora ch'i ti as scuntrat ier 'a è me agna	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		La siora chi i' ti as trovat (incontrat) ier a' è me agna (me zia)	San Michele al Tagliamento2	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		A signora che te ghe incontrà ieri a ze me zia	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
		A femena che te ghe catà ieri ze me zia	San Pietro in Gu1	San Pietro in Gu,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A femena che te ghe catà ieri a ze me zia	San Pietro in Gu2	San Pietro in Gu,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signòra che te ghe incontrà ieri a ze me zia	Santa Croce Bigolina	Cittadella,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A femena che te ghe incontrà ieri ze me zia	Santa Maria di Sala	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A femena che te ghe visto tì  ieri a ze me zia	Santa Maria di Sala 1	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit sogg | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe incontrà ieri a ze me zia	Santa Maria di Sala 2	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Chea femena che go trovà ieri a ze me zia	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit 3 | dimostr | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La signora che te ghe incontrà ieri ze me zia	Santa Maria di Sala 4	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit 2 | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe incontrà ieri a ze me zia	Santa Maria di Sala 5	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signua che ti è incuntrou vei a l'è me lala	Savona	Savona,Savona,Liguria	Gallo-Italico Ligure	
		La dòna c(h)e t’é incontré e'er l’é la mé zia	Schenone	Samolaco,Sondrio,Lombardia	Alpino	
		La siora che te ghe catà ieri le ze me zia	Schio	Schio,Vicenza,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		L'ëila che te es ancuntá inier, ie mi anda	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Ea siniora che te ghe catà ieri ze mia zia	Selvazzano Dentro	Selvazzano Dentro,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La sciora che t’esc incontrà eir l’é la mia zia	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		La sjora che te ghè incontrà jeri e xè me zia	Solesino	Solesino,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 = fless 6 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A šiñú:a ke tÈ víštu vé:i a lé: a méj lála	Tabarchino	Calasetta,Carbonia-Iglesias,Sardegna	Gallo-Italico Ligure	
		A scignua che ti l'hai incuntrau seia a l'è me zia	Taggia	Taggia,Imperia,Liguria	Gallo-Italico Ligure	
		C'la signora ca t'ha incontrà ieri l'è me sia	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		La sposa ch'à tà incontrà ieri l'è me sia	Taglio di Po2	Taglio di Po,Rovigo,Veneto	Meridionale	
		Chela siora che te a incontrà ieri lè me sia	Tai di Cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		La siora chi ti a viodut ier a eis me sia	Teglio Veneto	Teglio Veneto,Venezia,Veneto	Friulano Occidentale	
		Chea femena che te ghe incontrà ieri ea ze me zia	Teolo	Teolo,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 3 | clit femm | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea siniora che te ghe incontrà ieri ea ze me zia	Terranegra	Padova,Padova,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		A signora che te ghe incontrà jiri a ze me sia	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		La siora che te à incontrà ieri l'è me zia	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		La fumna ca t'è ncuntrà ier a l'è mia zia (magna)	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		La madama ch'it has ancontrà jer a l'è mia magna	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		La madama che it l'has ancontrà jer a l'è mia magna	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		La madama ch'it l'has ancontrà ier a l'è mia magna	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		La madama ch'a t'é ancontrà jer a l'é mia magna	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		La madama ch'it l'has ancontrà ier, a l'è me magna	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		‘A signòra che ‘i ncontratu ieri è zìema	Treia	Treia,Macerata,Marche	Maceratese	
		La siora che te ga incontrà ieri se mia zia	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		La siora che te ga incontrà ieri, xé mia zia	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		‘A segnòre ca si ‘nghendràte ajire jè ziàneme	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		La dona che te ghè incontrà ieri la xè me zia	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		La dona ca te ghe  incontrà ieri, la se me sia	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		Quela sciora che tesch incontré ier lè la mia zia	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		Quela scióra che t'esc incontrè ier, l'é la mia zia	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		A scinura che ti ai scuntrau seira a l'è me tanta	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		La siora che te gai encontrà ieri l'è me zia	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		La sciura ca ta ghet incuntrà ier a lè mia zia	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Ea signora che ti ga trovà ieri xe me zia	Venezia1	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Åa dona che ti gÃ  incontrÃ  geri gera me zia	Venezia 6	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic imperf | indic pass pross | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga trovà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | fless 3 = fless 6 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ti ga trovà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | doubling | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg focus | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga incontrà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga trovà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | fless 3 = fless 6 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga incontrà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga incontra ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga incontrà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | fless 3 = fless 6 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Quea dona che ti ga incontrà gieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | dimostr | essere | fless 2 | fless 3 | fless 3 = fless 6 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga incontrà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga incontrà ieri gera me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | fless 3 = fless 6 | indic imperf | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea dona che ti ga incontrà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga trovà ieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | fless 3 = fless 6 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga incontrà gieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		Ea signora che ti ga incontrà gieri xe me zia	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv temp | clit 2 | clit sogg | essere | fless 2 | fless 3 | fless 3 = fless 6 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La siora che t'è incontrà ieri l'è me sia	Verona	Verona,Verona,Veneto	Veronese	
		A femena che te ghe trovà ieri a ze me zia	Veternigo	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv temp | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
		La sjora che te ghè incontrà jeri la xè me zia	Vicenza	Vicenza,Vicenza,Veneto	Meridionale	 | aux A | avv temp | clit 2 | clit 3 | clit femm | clit sogg | clit sogg | essere | fless 2 | fless 3 | indic pass pross | indic pres | partic | poss 1 | pro | rel restr | sogg def | sogg femm | sogg nom | sogg prev | trans | WH ogg dir | 
