Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Noialtri partimo uncuò, voialtri partì doman	Correzzola	Correzzola,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		non tradotta	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Noaltri partimo uncò, voialtri partirè doman	Due Carrare	Due Carrare,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noi partimo uncò, voialtri partì doman	Due Carrare2	Due Carrare,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo uncò e voaltri partì doman	Due Carrare3	Due Carrare,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nosaltre caminon un cui, vosaltre caminarei doman	Erto	Erto e Casso,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Noialtri partimo uncó, voialtri partirè doman	Facca	Cittadella,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		non tradotta	Falcade	Falcade,Belluno,Veneto	Ladino-veneto	
		Noi partison incuò, voi partiré doman.	Falzè di Piave	Sernaglia della Battaglia,Treviso,Veneto	Centro-settentrionale	
		Noi partison incò, voi partiré / partisaré doman	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Niatri partimmu ancò e viatri partirei duman	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		non tradotta	Ferrara1	Ferrara,Ferrara,Emilia Romagna	Orientale	
		Nu a partén inkwò, waltar a partirì adman	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		Gnotri a partimmu ancò, vuotri i partirei duman	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Noi (e) si parte oggi, voi vu partieré doman	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		Nun a partegna incù, vuitar a partirè dmen	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Noantri an partirà incö, valtri partiréf domèn	Frontale di Sondalo	Sondalo,Sondrio,Lombardia	Alpino	
		Noaltri partimo ancó, voaltri partì doman	Galliera Veneta	Galliera Veneta,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
		Noialtri partimo ancó, voialtri partì doman	Galliera Veneta1	Galliera Veneta,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
		Noialtri partimo uncó, voaltri partì doman	Gazzo	Gazzo,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | indic pres | sogg prev | sogg pron | 
		Noialtri partemo oncò, voialtri partarì doman	Gazzolo	Arcole,Verona,Veneto	Veronese	
		Noi altri partemo oncò, e voi altri parti doman	Ghizzole di Montegaldella	Montegaldella,Vicenza,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nualtris partissin ue, vualtris partissareso doman	Gorizia	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		non tradotta	Granarola	Gradara,Pesaro Urbino,Marche	Marchigiano settentrionale	
		Nuàltri an partìs incö, vàltri partiréf dumàn	Grosio	Grosio,Sondrio,Lombardia	Alpino	
		Noantri partemo (nemo ia) ancò, voaltri partì doman	Illasi	Illasi,Verona,Veneto	Veronese	
		Noter en parte encöl e oter parterif dumà	Iseo1	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 4 | clit sogg | coord frase | fless 5 | impers | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noter en parte encoel, oter partirif duma'	Iseo2	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 4 | clit sogg | fless 5 | impers | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noter en parte encoe e oter partarif duma'	Iseo3	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 4 | fless 5 | impers | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noter partom encoe, oter parterif duma'	Iseo4	Iseo,Brescia,Lombardia	Orientale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noter en parte encoe, oter parterif duma'	Iseo5	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 4 | clit sogg | fless 3 = fless 6 | fless 5 | impers | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noter en parte encoe, voter partiri' duma'	Iseo6	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 4 | fless 3 = fless 6 | fless 5 | impers | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noter en parte encoe, e oter parterif duma'	Iseo7	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 4 | clit sogg | fless 3 = fless 6 | fless 5 | impers | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noter en parte encoe, oter parteri' duma'	Iseo8	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 4 | clit sogg | fless 3 = fless 6 | fless 5 | impers | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Navantri partin uncuo, valtri partì doman	Jesolo	Jesolo,Venezia,Veneto	Lagunare	
		--> testo vuoto <---	Lamon	Lamon,Belluno,Veneto	Centro-settentrionale	
		Noi a partimo anchè, voi a partiè doman	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		Noz partion encuoi, voz partirè doman	Laste di Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Nogn vem via incoeu e vialter duman	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Noialtri partimo unquò, voialtri partì doman	Lion	Albignasego,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		omessa	Livigno1	Livigno,Sondrio,Lombardia	Alpino	
		Noàltri vam inciö, valtri varèt domàn	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		Noalter partom enco, voalter partirif dumà	Lonato	Lonato del Garda,Brescia,Lombardia	Orientale	
		non tradotta	Longare	Longare,Vicenza,Veneto	Meridionale	
		Nò anìn via ué, uaatris a larès via doman	Lucanico	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Noi altri partimo ancò, e voi altri parti doman	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Gnuatar partom incÃ¶ vuatar a partirÃ¬ adman	Luzzara1	Luzzara,Reggio nell'Emilia,Emilia Romagna	Mantovano	
		No an part 'ncò, otre partirè dumà	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Noialtri partimo uncó, voialtri partirè doman	Marostica	Marostica,Vicenza,Veneto	Meridionale	
		Noialtri partimo oncÃ², voialtri partirÃ¬ doman	Marostica2	Marostica,Vicenza,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nialtri partimo uncò, voialtri partirì doman	Maserà di Padova	Maserà di Padova,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo uncò, voialtri partirè doman	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		--> testo vuoto <---	Mellame d’Arsiè	Arsiè,Belluno,Veneto	Trentino orientale	
		Nunc partisum inco, vuialter partisarì duman	Milano2	Milano,Milano,Lombardia	Occidentale	
		Num partum incò, vuialter partì duman	Milano3	Milano,Milano,Lombardia	Occidentale	
		Num partisum incò, vialter partirè duman	Milano4	Milano,Milano,Lombardia	Occidentale	
		--> testo vuoto <---	Mirano	Mirano,Venezia,Veneto	Meridionale	
		Nialtri partemo'ncuo, vialtri partì doman	Mirano	Mirano,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | indic pres | sogg prev | sogg pron | 
		Nu e partin vù, e vuatris doman	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		No m-va ancò, valtre 'nadarè domà	Monno	Monno,Brescia,Lombardia	Orientale	
		Noialtri partimo uncò, voialtri partì doman	Monselice	Monselice,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Mi parto oncò, ti te parti doman	Montecchio Precalcino	Montecchio Precalcino,Vicenza,Veneto	Meridionale	 | avv temp | clit 2 | clit cluster | fless 1 | fless 2 | inacc | indic pres | sogg prev | sogg pron | 
		Nos partin voi, e voaltris partì doman	Montereale Valcellina	Montereale Valcellina,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Noantri partirì ancuo voaltri partirè doman	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		non tradotta	Nimis	Nimis,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Noaltri partimo unquò, voaltri partì doman	Noale	Noale,Venezia,Veneto	Centro-settentrionale	
		--> testo vuoto <---	Nones 	Tassullo,Trento,Trentino Alto Adige	Trentino Occidentale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Nui a partimmo ancoj, vui i partiei duman	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Ortisei	Ortisei/St. Ulrich,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Nualtri partimo oggi, vualtri partide duma'	Osimo	Osimo,Ancona,Marche	Anconetano	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
		Nuiétar partón ncùi, vuiétar dumàn. Meglio: Nuiétar caminón ncùi, vuiétar dèd viä dumàn	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		Noaltri partimo incò, voaltri partì doman	Padova3	Padova,Padova,Veneto	Meridionale	
		Noialtri partimo uncò, voialtri partirì domàn	Padova4	Padova,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo uncò, voialtri partiré doman	Padova5	Padova,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo uncò, voialtri partì doman	Padova7	Padova,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo uncò, voialtri partì doman	Padova7	Padova,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noi altri partimo uncò e voaltri partirè doman	Padova8	Padova,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noi partimo uncò, voialtri partirè doman	Padova9	Padova,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		non tradotta	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		Noialtri partimo unquò, voialtri partiré doman	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo unquò, voaltri partirì doman	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo oncò, voialtri partarì doman	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo unquò, voialtri partì doman	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | indic pres | sogg prev | sogg pron | 
		Nialtri partimo uncuò, vialtri partirì doman	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noi altri partimo unquò, voilatri partirì doman	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noi partimo uncò e voialtri partirì doman	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nui partima anchò, vuiaiti partireve duman	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Noialtri partimo unqò e voialtri partì doman	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | avv temp | coord frase | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo unqò e voaltri partì doman	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | avv temp | coord frase | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nioci a partiumma ancò vuioci duman	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Noi parton inquoi, voi partì doman	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		omessa	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		Noialtri partim oggi, voi partirè doman	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Noialtri parton incoi, doman parté voialtri	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		No o parten vué, vuatris o partires doman	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Noi altri partimo oncò, voi altri domà	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
		Nuater partóm ‘ncö, vuater partí dumá	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		Nuiatri partimmu ancò e vuiatri partirei duman	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		No o lin vie uè, ualtris doman	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Noi ciaminan ancuei e voi ciaminereu doman	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noiatri e partimu enchè voiatri e partiè duman	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		Nui partuma ancò, vuiat parte duman	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Nui partima an coi, vuiait partireve duman	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Noi partion encuoi, voi partirè doman	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Nou, nou parten enqueui, vouzaoutri ou parté peui deman	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Noialtri partimo oggi, voialtri partirè doman	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		Noi mi n’nan ancuei e voi doman	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv temp | clit ne | clit rifless | fless 4 | inacc | indic pres | sogg prev | sogg pron | 
		Noi partin ancuei, voi partireu doman	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noantri partemo ancuò, voaltri partirè doman	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		Noaltri partimo uncò, voaltri partirì doman	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		Noialtri partimo inquó (anquo), voialtri?	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		non tradotta	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Noialtri partimo ancÃ², voialtri partirÃ¨ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo ancÃ², voialtri partirÃ¬ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo 'ncÃ², voaltri partÃ¬ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo ancÃ², voaltri partirÃ¨ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nialtri partimo ancó, voaltri partirè doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo 'ncÃ², voaltri partÃ¬ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo uncÃ², voialtri partÃ¬ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo anco, voialtri partÃ¬ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo ancÃ², voialtri partirÃ¨ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo ancÃ², voialtri partirÃ¨ doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo uncó, voaltri partirè doman	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nialtri partimo ancó, voaltri partirè doman	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo oncó, voaltri partì doman	San Martino di Lupari2	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
		Noialtri partimo 'ncò, voialtri partirè doman	San martino di lupari 3	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo 'ncò, voaltri partì doman	San Martino di Lupari 4	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo ancò, voialtri partirì doman	San Martino di Lupari 5	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo uncò, voaltri partì doman	San Martino di Lupari 6	San Martino di Lupari,Padova,Veneto	Centro-settentrionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo anco, voialtri partÃ¬ doman	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo ancÃ², voaltri partirÃ¨ doman	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nun 'i partin vuei, valtris 'i partires doman	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Nun i zin via vuei, vuatris i zares doman	San Michele al Tagliamento2	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Noialtri partimo uncò, voialtri partirè doman	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
		Noialtri partimo oncó, voialtri partì doman	San Pietro in Gu1	San Pietro in Gu,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
		Noialtri partimo oncó, voialtri partì doman	San Pietro in Gu2	San Pietro in Gu,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
		Noaltri partimo uncó, voaltri partirè doman	Santa Croce Bigolina	Cittadella,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo inquò, voialtri partarì doman	Santa Maria di Sala	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltre partimo unquò e voaltre partì doman	Santa Maria di Sala 1	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | coord frase | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo inquò, voaltri partì doman	Santa Maria di Sala 2	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noaltri partimo unqò, valtri partì doman	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo oggi, voialtri doman	Santa Maria di Sala 4	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
		Nialtri partimo unqò, voaltri partì doman	Santa Maria di Sala 5	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nui/ nuiatri partimu ancò, vuiatri i partiiei duman	Savona	Savona,Savona,Liguria	Gallo-Italico Ligure	
		Nióltar an vè inc(h)óo, vióltar andé pö via duméen	Schenone	Samolaco,Sondrio,Lombardia	Alpino	
		Noialtri partimo ancò, voialtri partì doman	Schio	Schio,Vicenza,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nëus pion vía encuei, vo pierëis vía duman	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Noialtri partimo uncò, voialtri partì doman	Selvazzano Dentro	Selvazzano Dentro,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		No un parte incoi, valtri partiret doman	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		Noi altri partimo oncò, voi altri partirì doman	Solesino	Solesino,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		non tradotta	Tabarchino	Calasetta,Carbonia-Iglesias,Sardegna	Gallo-Italico Ligure	
		Nui a partimu ancöi, vui i partiei duman	Taggia	Taggia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		--> testo vuoto <---	Taglio di Po2	Taglio di Po,Rovigo,Veneto	Meridionale	
		non tradotta	Tai di Cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		Nantri i partin incuoi vualtri partireit doman	Teglio Veneto	Teglio Veneto,Venezia,Veneto	Friulano Occidentale	
		Noialtri partimo uncò, voialtri partì doman	Teolo	Teolo,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Noialtri partimo uncò, voialtri partì doman	Terranegra	Padova,Padova,Veneto	Meridionale	 | avv temp | fless 4 | fless 5 | inacc | indic fut sempl | indic pres | sogg prev | sogg pron | 
		Nujaltri partimo uncò, vujaltri partirì doman	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Noi partison incoi, voialtris partisarè doman	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		non tradotta	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		Nojauti i partoma ancheuj, vojanti i parto (partireve) doman	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Noi i partoma ancheuj vojautri i partireve doman	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Noi i partoma d'ancheuj, vojautri i partireve doman	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Noi i partoma ancheu voiaucc i partirevi dman	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Noi i partoma ancheuj, vojautri i partireve doman	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		Noandri aprtimo oggi, vuaddri parterete domà	Treia	Treia,Macerata,Marche	Maceratese	
		Noi partimo oggi, voialtri partiré doman	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		non tradotta	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Nù partìmme jòsce, vù partìte crà	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		Nù partìmme jòsce, avet a pàrte crà	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		Noialtri partimo ancò, voialtri partirì doman	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		--> testo vuoto <---	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		No un parte inchoii, valtri partiret duman	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		--> testo vuoto <---	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		Nui partimu ancoi, vui partirei duman	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		non tradotta	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		Nun partisum inco violtar partisari dumo	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Nialtri partimo ancuo e vialtri parti doman	Venezia1	Venezia,Venezia,Veneto	Lagunare	 | avv temp | fless 4 | fless 5 | inacc | indic pres | sogg prev | sogg pron | 
