Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Giorgio e Franco, che en vylia envida' a sena, e' particc	Iseo4	Iseo,Brescia,Lombardia	Orientale	 | acc partic sogg | aux E | clit 4 | clit sogg | coord NP | fless 3 = fless 6 | impers | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che en vylia envida' a sena, g'e' particc	Iseo5	Iseo,Brescia,Lombardia	Orientale	 | acc partic sogg | aux E | clit 4 | clit loc | coord NP | fless 3 = fless 6 | impers | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che en vylia envida' a sena, i e' za' particc	Iseo6	Iseo,Brescia,Lombardia	Orientale	 | acc partic sogg | aux E | avv aspet | clit 4 | clit 6 | clit masch | clit sogg | coord NP | fless 3 = fless 6 | fless 6 | impers | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che en vylia envida-i a sena, i e' particc	Iseo7	Iseo,Brescia,Lombardia	Orientale	 | acc partic sogg | aux E | clit 4 | clit 6 | clit masch | clit ogg dir | clit sogg | coord NP | fless 3 = fless 6 | fless 6 | impers | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che en vylia envida'a sena, e' particc	Iseo8	Iseo,Brescia,Lombardia	Orientale	 | acc partic sogg | aux E | clit 4 | clit sogg | coord NP | fless 3 = fless 6 | impers | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che se voea invitar a zena iè partii	Jesolo	Jesolo,Venezia,Veneto	Lagunare	
		Giorgio e Franco, che oleón invidarli a zena, i é partí	Lamon	Lamon,Belluno,Veneto	Centro-settentrionale	
		Zorzo e Franco, c'a vorevimo anvitae a sena, i en partì	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		El Giorgio e el Franco, che volonve i invidè a cena, i è ze n suc	Laste di Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Giorigo e FRanco, che vurevem invidà a scena i en partu	Lecco	Lecco,Lecco,Lombardia	Orientale	
		Giorgio e Franco che voevimo invitare a sena i ze partii	Lion	Albignasego,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | coord NP | fless 3 = fless 6 | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, ch'i voloeun nur a majer da noaltri, i en sgi via	Livigno1	Livigno,Sondrio,Lombardia	Alpino	
		Olöm invidér a céna Giorgio e Franco, ma i én partì	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		Giorgio e Franco che vuliem envidà a sena, jè partic	Lonato	Lonato del Garda,Brescia,Lombardia	Orientale	
		Giorgio e Franco che vo(l)evimo invitare a sena, i sè partii	Longare	Longare,Vicenza,Veneto	Meridionale	
		'Zorz e Franco, che orevin invidà a zena, a'son laaz via	Lucanico	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Giorgio e Franco, che voeimo invitare a cena, i xè partii	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		G. e F. ca vreun invitar a sena iÃ¨ partÃ¬	Luzzara1	Luzzara,Reggio nell'Emilia,Emilia Romagna	Mantovano	
		Nu an volea invidà a sena Giorgio e FRanco ma lur iè nac via	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Giorgio e Franco, che voévino invitare a sena, (i) ze partii	Marostica	Marostica,Vicenza,Veneto	Meridionale	
		Giorgio e Franco, che volevamo invitare a sena da noialtri, i se partii	Marostica2	Marostica,Vicenza,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 3 = fless 6 | fless 4 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voèvimo invitare a sena i ze partìi	Maserà di Padova	Maserà di Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voevimo invitare a sena, i ze partii	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		Giorgio e Franco, che olission invidar a thena, i e ‘ndati via	Mellame d’Arsiè	Arsiè,Belluno,Veneto	Trentino orientale	
		Giorgio e Franco, che vureum invida a mangià stasera, in andà via	Milano2	Milano,Milano,Lombardia	Occidentale	
		Giorgio e Franco che vurevum invità-i a cena, in partì	Milano3	Milano,Milano,Lombardia	Occidentale	
		Giorgio e Franco, che vurevum invidà a cena im partì	Milano4	Milano,Milano,Lombardia	Occidentale	
		Giorgio e Franco, che voevimo invitarli a sena, i xé  partii	Mirano	Mirano,Venezia,Veneto	Meridionale	
		Giorgio e Franco, che voevimo invitar sena, i ze partii	Mirano	Mirano,Venezia,Veneto	Meridionale	 | acc partic sogg | aux E | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che volevin invidà a cena, e son partis	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		'L Giorgio e 'l Franco, che m-volea 'nvidà a cena, j-è 'ndà-ja	Monno	Monno,Brescia,Lombardia	Orientale	
		Giorgio e Franco ca voevimo invitare a cena i xe partii	Monselice	Monselice,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che gaveivi invità a magnare, i xè partii	Montecchio Precalcino	Montecchio Precalcino,Vicenza,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic pass pross | indic trapass pross | inf sempl | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che volean invidau a sena, i son partis	Montereale Valcellina	Montereale Valcellina,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Giorgio e Franco, che voensi invitar a sena, i è partidi	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		Giorg e Franco, co volevin invida a cene e son partits	Nimis	Nimis,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Giorgio e Franco che voevimo invitarli a magnare qua, i ze partii	Noale	Noale,Venezia,Veneto	Centro-settentrionale	
		Volèven envidàr el Giorgio e el Franco a cena, ma i é partidi	Nones 	Tassullo,Trento,Trentino Alto Adige	Trentino Occidentale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		Giorgiu e Francu, ca vuxeimu invità a sena, i son partii	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Ortisei	Ortisei/St. Ulrich,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Giorgio e fFranco, che li vulÃ©mie nvida' a ccena, e' ppartidi	Osimo	Osimo,Ancona,Marche	Anconetano	 | acc partic sogg | aux E | clit 6 | clit masch | clit ogg dir | coord NP | fless 3 = fless 6 | fless 4 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgiu e Francu, c ulóni nvidé a zèna, é caminédi	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		Giorgio e Franco, che voevimo invitare a sena i zé partìi	Padova3	Padova,Padova,Veneto	Meridionale	
		Giorgio e Franco che voèvimo invitare a sena i ze partìi	Padova4	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit masch | clit sogg | coord NP | doubling | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voèvimo invitare a sena i ze partìi	Padova4	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit masch | clit sogg | coord NP | doubling | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voèvimo invitare a sena, i ze nda via	Padova6	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voèvimo invitare a cena, i ze partìi	Padova7	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voevimo invitare a sena i ze partii	Padova8	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voevimo invitare a sena i ze partii	Padova9	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Jorio e Franco, che goleo invidà a zena, ije partide	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		Giorgio e Franco, che voevimo invitare a sena, i ze partii.	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voevimo invitare a cena, ze partii.	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voeimo ciamare magnare sena, i ze partii.	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voevimo ciamare par sena, i ze partii	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voèvimo invitare a sena, i ze partìi	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voevimo invitare a sena i xe partii	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voevimo invitare a sena, i ze partii	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | coord NP | fless 3 = fless 6 | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giors a franco, che vuriju anvitese a sina a sun partì	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Giorgio e Franco, che voevimo invitarli a cena, ze partii	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit ogg dir | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voevimo invitare a cena, i ze ‘ndai via	Pontevigodarzere 2	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voevimo invitare a cena, ze partii	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgiu e Francu che ai vureivman anvité a zena i son partii	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		Giorgio e Franco, che volaane inviar a cena, ie sen &#349;iè	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Giorgio e Franco, che vuoleone invidà a zena, ie partide	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		Giorgio e FRanco c nu vuriu envità a sina i sun partì	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		Giorgio e Frnaco che voensi invitar a magnar, i è partii	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Giorgio e Franco, che se olea invitar par ɵena, ie caminadi	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Giorgio e Franco, ch'o volevin invidà a cene, e son partis	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Volemo invitare a cena Giorgio e Franco ma i xè partì	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | acc partic sogg | aux E | coord NP | fless 3 = fless 6 | fless 4 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | 
		Giorgio e Franco i xè partii, non potemo invitarli a cena	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit climb | clit masch | clit sogg | coord NP | fless 3 = fless 6 | fless 4 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | potere | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH ogg dir | 
		Vuliém ‘nvidà Giorgio e Franco a seno, ma ié partì	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		Giorgio e FRanco che vueivimu invità a sena sun partii	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Giorgio e FRanco, co volevin diur che vegnin a cene, son partis	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		El Giorgio e ‘l Franco, che voleven envidar a zena, i è ciaminadi	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgiu e Francu, che vureivun envitaa a seina , i gi-en partì	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Giorgio e Franco che oleon invidar a cena i é partii	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		Giors e FRanco, ch voriu envideie a sina a sun partì	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Giorgio e Franco che vurin envide a sina, a sun partì	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		El Giorgio e el Franco, che voleane i invidè a zena, i è partii	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Giorgio e Franco, que nou voulin envità a sino, (i) soun partì	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Giorgio  e Franco, che voevimo invitare a cena, i ze partii	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		El Giorgio e ‘l Franco, che voleven envidarli a zena, i è sinenadi	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | acc partic sogg | aux E | clit ogg dir | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		El Giorgio e ‘l Franco, che voleven envidar a zena, i è sinenadi	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | acc partic sogg | aux E | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che volevimo invitare a cena i xe partii	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		Giorgio e Franco che voevimo invitare a cena i se partii	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		Giorgio e Franco, che voevimo invitar a cena, xe partii	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		L'Giorgio e l'Franco, che urôn invié a ciana, se n'è jüs	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Giorgio e Franco, che voévimo invitarli a sena, i ze partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che i dovea vegnere a sena, i xe partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | dovere | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH ogg dir | 
		Giorgio e Franco, che voeimo invitarli a cena, i xe partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che i gavemo invitÃ  par cena, i xe partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux A | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH ogg dir | 
		Giorgio e Franco, che i dovea vegnere a senare qua, i xe 'ndati via	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | avv loc | clit 6 | clit masch | clit sogg | coord NP | dovere | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | WH ogg dir | 
		Giorgio e Franco, che voevamo invitarli a sena, i xe partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voeimo invitare a sena, i xe partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voévimo invitare sena, i ze partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Frano, che voeimo invitare a cena, i xe partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voeimo invitare a sena, i xe partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che noialtri voeimo invitare a sena, i xe partii	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voévimo invitarli a sena, i ze ‘ndati via	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voévimo invitarli a sena i ze partii	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco che voévimo invitarli a sena i ze ‘ndati via	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | avv altri | clit 6 | clit masch | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voévimo invitare a sena, i ze partii	San Martino di Lupari2	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voeimo invitare a cena, xe partii	San martino di lupari 3	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voeimo invitare a sena, i xe 'ndai via	San Martino di Lupari 4	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | avv altri | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voevimo invitare a sena, i xe partii	San Martino di Lupari 5	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voeimo invitare a cena i xe partii	San Martino di Lupari 6	San Martino di Lupari,Padova,Veneto	Centro-settentrionale	 | acc partic sogg | aux E | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voeimo invitare a sena, i sÃ¨ partii	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Giorgio e Franco, che voeimo invitare a cena, i xe partii	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | acc partic sogg | aux E | clit 6 | clit masch | clit sogg | coord NP | fless 4 | fless 6 | inacc | indic imperf | indic pass pross | inf sempl | N proprio | partic | PP | pro | rel app | sogg def | sogg masch | sogg nom | sogg prev | trans | volere | WH ogg dir | 
		Zors e Franc, ch' i volevin invida a sena, a ' son partis	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Giorgio e Franco, ch'i' volevin invidà a sena, a' son partis	San Michele al Tagliamento2	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Giorgio e Franco, che voevimo invitare a sena, i ze partii	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
