Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Dei libri che te ghevi ordinà ne riva soeo che tre	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic pres | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Di libre che t'avij urdinà ai na ruvran mach tre	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		Dei libri che te gavevi ordinà ghe ne rivarà soeo tre	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghè ordinà ghe ne riva soeo che tre	Pontevigodarzere 2	Padova,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic pass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghè ordinà ghe ne rivarà soeo tre	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic pass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Di libri che t'aveivi urdinò un an rivrà sol trei	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		De chi libres che tu aee comanà, (e)n ruarà demò trei	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		De i libre che t’ass ordenà in rua solo tre	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		omessa	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		Dei libri che te avea ordinà ghe ne riverà sol che tre	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		De quei libri che te avea ordinà ghen rivarà solo tre	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Dai libris che tu vevis ordinat on di rivaran dume tre	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Rivarà soli tre libri de queli che te g’avevi ordinà	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | aux A | avv altri | fless 2 | fless 3 = fless 6 | inacc | indic fut sempl | indic trapass pross | partic | PP def | PP plur | pro | sogg postv | trans | WH ogg dir | 
		En riarà apena tre di liber che te ghiet urdinà	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		Di libbri che t'aveivi ordinou n arivià sulu trei	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Dei libri che tu vevis ordenat e rivaran nome tre	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Dei libri che has ordinà ni'n nirà sol trei	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | avv altri | clit ne | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic pass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dii libri che t'aveivi urdenà an rivean sulu trei	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		Dei libri che ti avei ordinà ghe riverà solche tre	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		Di liber che travije urdinà ai na ruva mac tre	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Di livre che t'avie urdinà ai na ruvrà mac tre	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		De chi liber che t'eve ordenè, en ruarà dome trei	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Di libbre que tu a coumnda, nh' (la lei n') ariberè moc trei	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Dei libri che te ghevi ordinà ghin riverà tre	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		Chi libri che eves ordinà ’n ven sol trei, ve	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | avv altri | clit ne | dimostr | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic pres | indic trapass pross | partfrasale | partic | partit | PP def | pro | sogg postv | trans | WH ogg dir | 
		Dei libri che has ordinà ’n ariva sol trei	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | aux A | avv altri | clit ne | disl sx | fless 2 | fless 6 | inacc | indic pass pross | indic pres | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavevi ordinà ne rivarà solo tre	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		Dei libri che gavì ordinà ghe ne arivà solo che tri	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		Dei libri che te gavem ordinà ghe ne rivarà soeo che tre	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		Di libri che t'âveste apusté ne gnarâl pa ma trai	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Dei libri che te gavei ordinÃ , gh' in rivarÃ  soeo che tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit masch | clit ne | clit ogg dir | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinÃ  ghe ne rivarÃ  soeo che tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinà i ghin riva soeo tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit 6 | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinÃ  gh' in rivarÃ  soeo che tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghe ordinÃ  gh'in rivarÃ  soeo tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinÃ  gh' in rivarÃ  soeo che tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghei ordinà ghin rivarà soeo che tre.	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinÃ , ghi ne rivarÃ  soeo tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghe ordinÃ , t'in riva soeo tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic pass pross | indic pres | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinÃ  gh' in rivarÃ  soeo che tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinÃ , gh' in rivarÃ  soeo che tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit masch | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinà ghin rivarà soeo che tre	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinà i ghin riva soeo tre	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit 6 | clit masch | clit ne | disl sx | fless 2 | fless 6 | inacc | indic pres | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinà ghin rivarà soeo che tre	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghevi ordinà ghin rivarà soeo che tre	San Martino di Lupari2	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghe ordinà, ghin rivarà soeo tre	San martino di lupari 3	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit ogg dir | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinà, gh'in rivarà soeo tre	San Martino di Lupari 4	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit loc | clit ne | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavevi ordinà, gh' in rivarà soeo tre	San Martino di Lupari 5	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavevi ordinà gh' in rivarà soeo che tre	San Martino di Lupari 6	San Martino di Lupari,Padova,Veneto	Centro-settentrionale	 | aux A | avv altri | clit 2 | clit loc | clit ne | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinÃ  ghe ne rivarÃ  soeo tre	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit loc | clit masch | clit ne | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghe ordinÃ , gh'in rivarÃ  soeo tre	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | aux A | avv altri | clit loc | clit ne | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dai libris ch'i vevis ordenat a' 'n rivaran doma chi tre	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Dai libri chi 'i ti vevis ordenat an rivaran soltant chi tre	San Michele al Tagliamento2	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Dei libri che te gavevi ordinà ghe ne rivarà soeo tre	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
		Dei libri che te ghe ordinà, ghin rivarà soeo che tre	San Pietro in Gu1	San Pietro in Gu,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic pass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavei ordinà ghin riva soeo che tri	San Pietro in Gu2	San Pietro in Gu,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | disl sx | fless 2 | fless 6 | inacc | indic pres | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghè ordinà ghin rivarà soeo che tre	Santa Croce Bigolina	Cittadella,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic pass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavevi ordinà ghe ne rivarà soeo tre	Santa Maria di Sala	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghevi ordinà ti ghe ne riva soeo che tre	Santa Maria di Sala 1	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic pres | indic trapass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavevi ordinà ghe ne riverà soeo che tre	Santa Maria di Sala 2	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | WH semplice | 
		Dei libri che te ghei ordinà ghe ne rivarà soeo tre	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghe ordinà ne arriverà solo tre	Santa Maria di Sala 4	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv altri | clit ne | disl sx | fless 2 | fless 3 = fless 6 | inacc | indic fut sempl | indic pass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavevi ordinà ghe ne rivarà soeo tre	Santa Maria di Sala 5	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Di libri che ti aveivi urdinou i ne rivyan sulu trey	Savona	Savona,Savona,Liguria	Gallo-Italico Ligure	
		De quii libar c(h)e t’éva cumandée al ne rivarà dumà trìi	Schenone	Samolaco,Sondrio,Lombardia	Alpino	
		Dei libri che te gavevi ordinà ghe ne riverà soeo che tre	Schio	Schio,Vicenza,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Di libri che te oves apustá, nen ruverál mé trëi	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Dei libri che te ghe ordinà ne riva soeo tre	Selvazzano Dentro	Selvazzano Dentro,Padova,Veneto	Meridionale	 | aux A | avv altri | clit ne | disl sx | fless 2 | fless 6 | inacc | indic pres | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		De qui libri che t’èsc ordinè al ne riverè noma tre	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		Dei libri che te ghè ordinà ghene rivarà solo tre	Solesino	Solesino,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic fut sempl | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Di líbri ke tÈ kumandáw n arivjá su:lu tráj	Tabarchino	Calasetta,Carbonia-Iglesias,Sardegna	Gallo-Italico Ligure	
		Di libri che ti l'axevi ardinau i ne sun arivai sulu tre	Taggia	Taggia,Imperia,Liguria	Gallo-Italico Ligure	
		Di libri ca tivi ordinà a n'è rivà sol tri	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		Di libri ch'à tivi ordinà a nin rivarà sol tri	Taglio di Po2	Taglio di Po,Rovigo,Veneto	Meridionale	
		I libri che te avee ordenà in'arivarà solo tre	Tai di Cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		Di tuciu i libris chi ti vevi ordenat an rivaran doma che tre	Teglio Veneto	Teglio Veneto,Venezia,Veneto	Friulano Occidentale	
		Dei libri che te ghè ordinà ghe ne riva soeo tre	Teolo	Teolo,Padova,Veneto	Meridionale	 | aux A | avv altri | clit ne | disl sx | fless 2 | fless 6 | inacc | indic pres | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te ghe ordinà ghe ne riverà soeo tre	Terranegra	Padova,Padova,Veneto	Meridionale	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che te gavivi ordinà ghin rivarà soeo che tre	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Dei libri che te avea ordinà ghe'n rivarà solo tre	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Dai liber ca t avi urdinà, a l'a rivaine sol tre (numé tre)	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		Dej liber che it l'avie comndà a-i ne riva mach tre	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Dij liber che it l'avie ordinà a-i na rivran mach tre	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		Dij liber ch'it l'avie comandà a na riveran mach tre	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Dij liber ch'i t'avi ordinà a-i ne rivrà mach tre	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Ed coj liber ch'it l'avie ordinà, a-i na riveran mach tre	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		D’i livri che aìi ordenatu ne rrierà sulu tre	Treia	Treia,Macerata,Marche	Maceratese	
		Dei libri che te gavevi ordinà, ghe rivarà solo tre	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		De quei libri che te gavevi ordinado ne riverà solo tre	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		D’i lìbre ch’avìve ordenàte n’ònde arrevà ascechìtte ttre	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		I libri che te gavevi ordinà gh'in rivarà solo tri	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Dei libri ca te gavevi ordenà ghin rivarà solo tri	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		Dai libri che tasch ordiné al na rivàré uscta (uschta) tre	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		Da qui libri che t'ésc ordiné, an na rivare pena tré	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		Di libri che ti avi cumandau n ariverà sulu trei	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Dei libri che te gai ordinà ne riva sol trei	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		Di libar ca ta gherat urdinà na rivarà apena tri	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Dei libri che gavevi ordinà ne rivarà soltanto che tre	Venezia1	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Te riverÃÂ  solo tre dei ÃÂibri che ti gavevi ordinÃÂ 	Venezia 6	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit indir | clit sogg | fless 2 | fless 3 = fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti ga ordinà the ne rivarà soeo tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic pass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti gavevi ordinà ne rivarà soeo che tre.	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | QP sogg | rel restr | trans | WH ogg dir | 
		Dei libri che ti gavevi ordinà ne rivarà soeo che tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti gavevi ordinà ghe ne rivarà soeo che tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti ga ordinà ghe ne rivarà soeo tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic pass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | trans | WH ogg dir | 
		Dei libri che ti ga ordinà i ne rivarà soeo tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit 6 | clit masch | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che gavevi ordinà ne rivarà soeo tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit ne | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | pro | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti gavevi ordinà ghe ne rivarà soeo che tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti gavevi ordinà ne rivarà soeo che tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti gavevi ordinà ghe ne rivarà soeo che tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti gavevi ordinà ghe ne rivarà soeo che tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | presenza comp | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
		Dei libri che ti gavevi ordinà ghe ne rivarà soeo tre	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux A | avv altri | clit 2 | clit ne | clit sogg | disl sx | fless 2 | fless 3 = fless 6 | fless 6 | inacc | indic fut sempl | indic trapass pross | partic | partit | PP def | PP gen | PP plur | QP sogg | rel restr | sogg postv | trans | WH ogg dir | 
